Doc ID,Country,Year,Response,Health relevance (1/0),Health adaptation mandate (1/0),Institutional health role (1/0),Notes,Matched health keywords,Health keyword categories
the-environmental-activities-decree-of-the-netherlands-besluit-activiteiten-leefomgeving-bal_843e,Netherlands,2018.0,Loss And Damage,1,1,0,,AIDS;GP;TB;accident;air pollution;alcohol;anger;arsenic;bacteria;emergency;flood;flu;health;health care;healthcare;high temperature;hospital;ill;immune system;legionella;medical;mental;mental health;pathogen;prion;stress;trauma,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;non_communicable_disease;pathogens_microbiology;substance_use
published-in-bulletin-of-acts-orders-and-decrees_fbf2,Netherlands,2018.0,Adaptation;Mitigation,1,1,0,,AIDS;GP;HIV;LBW;TB;accident;air pollution;alcohol;anger;arsenic;bacteria;death;disease;emergency;fatigue;fever;flood;flu;health;health service;healthcare;heat stress;hospital;ill;medical;mental;obesity;psychiatric;stress;toxins;trauma;well-being,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity;nutrition;pathogens_microbiology;substance_use
the-environmental-quality-decree-of-the-netherlands-besluit-kwaliteit-leefomgeving-bkl_ac34,Netherlands,2018.0,Adaptation;Mitigation,1,1,0,,TB;accident;air pollution;anger;arsenic;bacteria;disease;emergency;flood;flu;health;healthcare;heart disease;ill;medical;mental,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;non_communicable_disease;pathogens_microbiology
published-in-the-bulletin-of-acts-orders-and-decrees-staatsblad_ad6d,Netherlands,2018.0,Adaptation;Loss And Damage,1,1,0,,AIDS;HIV;TB;accident;anger;disease;diseases;emergency;flood;flu;health;hospital;ill;mental;stroke,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;non_communicable_disease
the-environment-decree-of-the-netherlands-omgevingsbesluit_894d,Netherlands,2018.0,Adaptation;Loss And Damage,1,0,0,,TB;accident;anger;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
digital-information-point_d59d,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,0,0,,health;mental,general_health;mental_health
digital-information-point_87ff,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,0,0,,HIV;mental,communicable_disease;mental_health
decision-determining-the-date-of-entry-into-force_6435,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,0,0,,TB;ill;mental,communicable_disease;mental_health
environment-and-planning-act-omgevingswet_e1c9,Netherlands,2016.0,Mitigation;Adaptation;Disaster Risk Management;Loss And Damage,1,1,0,,AIDS;TB;accident;air pollution;anger;death;emergency;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity
climate-act_fd10,Netherlands,2019.0,Mitigation,1,0,0,,flu;ill;mental,communicable_disease;mental_health
delta-act-on-water-safety-and-fresh-water-supply-delta-act-2024_8b6b,Netherlands,2012.0,Adaptation;Disaster Risk Management,1,0,0,,flood;ill,communicable_disease;environmental_health
amendment-of-the-electricity-act-1998-and-of-the-gas-act-progress-energy-transition_8826,Netherlands,1998.0,Mitigation,1,0,0,,TB;ill,communicable_disease
royal-decree-on-the-establishment-of-thailand-greenhouse-gas-management-organization-public-organization-b-e-2550-2007_eecb,Thailand,2007.0,Mitigation,1,1,0,,death;ill;mental,communicable_disease;mental_health;mortality_morbidity
regulation-on-the-content-of-the-plan-for-monitoring-greenhouse-gas-ghg-emissions-from-facilities_bd8d,Montenegro,2022.0,Mitigation,1,0,0,,CKD;flu;ill;mental,communicable_disease;mental_health;non_communicable_disease
policy-guidance-on-implementation-of-the-law_ed46,Japan,2007.0,Mitigation,1,1,0,,flu;ill;mental;wellbeing,communicable_disease;general_health;mental_health
general-administrative-regulation-on-the-procurement-of-climate-friendly-services_8ca0,Germany,2021.0,,1,0,0,,mental,mental_health
decree-on-activities-that-emit-greenhouse-gases-ghg_b346,Montenegro,2022.0,Mitigation,1,0,0,,health,general_health
regulation_2b00,European Union,2023.0,Mitigation,1,1,0,,COVID;COVID-19;ill;medical;mental;pandemic,communicable_disease;general_health;mental_health
law-no-08-l-025-on-protection-of-air-from-pollution_e1e1,Kosovo,2022.0,Mitigation,1,0,0,,air pollution;arsenic;flu;health;ill;mental,communicable_disease;environmental_health;food_waterborne;general_health;mental_health
law-on-spatial-planning-and-construction-2013-amended-in-2019_6b08,Bosnia and Herzegovina,2013.0,Adaptation;Disaster Risk Management,1,0,0,,COVID;HIV;anger;disease;flood;flu;ill,communicable_disease;environmental_health;mental_health
decree_dd6c,France,2023.0,Mitigation,1,1,0,,health;ill;mental,communicable_disease;general_health;mental_health
act-of-march-9-2023-amending-the-act-on-investments-in-wind-farms-and-certain-other-acts_2da9,Poland,2016.0,Mitigation,1,0,0,,disease;diseases;epidemic;infection;infections,communicable_disease
nigeria-s-climate-change-act_a2f0,Nigeria,2021.0,Adaptation;Mitigation,1,1,0,,death;flu;health;hunger;ill;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity;nutrition
act-no-cxxviii-concerning-disaster-management-and-amending-certain-related-acts_ac2e,Hungary,2011.0,Adaptation;Disaster Risk Management,1,0,0,,HIV;accident;anger;death;disease;diseases;doctor;emergency;flu;health;human life;ill;injury;medical;mental;pregnant,communicable_disease;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity
act-no-165-2012-coll-on-supported-energy-sources-and-on-amendment-to-some-laws_1d1f,Czechia,2012.0,Mitigation,1,0,0,,ill,communicable_disease
law-no-155-2020-on-climate-change_8c21,Albania,2020.0,Adaptation;Mitigation,1,1,0,,HIV;emergency;flu;ill;mental;well-being,communicable_disease;general_health;mental_health
environmental-management-act_ffce,Netherlands,2004.0,Mitigation,1,0,0,,TB;air pollution;anger;flu;health;ill;mental,communicable_disease;environmental_health;general_health;mental_health
passed-act-1b75,Germany,2023.0,Adaptation;Mitigation,1,0,0,,anger;bacteria;drought;flood;flu;health;hunger;ill;mental;nutrition;well-being,communicable_disease;environmental_health;general_health;mental_health;nutrition;pathogens_microbiology
law-no-08l-201-f2ac,Kosovo,2016.0,,1,0,0,,ill,communicable_disease
law-nr-06l-079-on-energy-efficency-6d44,Kosovo,2018.0,,1,0,0,,flu;ill;mental,communicable_disease;mental_health
eba-report-implementing-technical-standards-on-prudential-disclosures-on-esg-risks_7c04,European Union,2022.0,Adaptation;Mitigation,1,1,0,,drought;extreme heat;flood;health;heatwave;ill;mental;stress;wildfire,communicable_disease;environmental_health;general_health;mental_health
hl-bill-177-commons-disagreement-reason-insistence-and-amendment-in-lieu-on-oct-24-2023-d6c2,United Kingdom,2023.0,Mitigation;Adaptation,1,0,0,,ill,communicable_disease
hl-bill-175-commons-amendments-disagreements-amendments-in-lieu-and-reasons-on-oct-18-2023-1c9a,United Kingdom,2023.0,Mitigation;Adaptation,1,0,0,,ill,communicable_disease
hl-bill-173-as-amended-on-report-on-sept-18-2023-c8f7,United Kingdom,2023.0,Mitigation;Adaptation,1,0,0,,ill,communicable_disease
hl-bill-84-as-brought-from-the-commons-on-dec-19-2022-5fe1,United Kingdom,2023.0,Mitigation;Adaptation,1,0,0,,ill,communicable_disease
second-law-amending-the-behg-582c,Germany,2019.0,Mitigation,1,0,0,,,
regulation-becv-ea7a,Germany,2023.0,Mitigation,1,0,0,,TB;anger;fever;ill;mental,communicable_disease;mental_health
act-8a78,New Zealand,2023.0,Mitigation,1,1,0,,ill,communicable_disease
order-4c9d,New Zealand,2023.0,Mitigation,1,0,0,,ill,communicable_disease
regulations-8ab3,Canada,2022.0,Mitigation,1,1,0,,disease;flu;health;ill;mental;well-being,communicable_disease;general_health;mental_health
design-of-a-first-law-to-change-the-fuel-emission-trade-law_1cc0,Germany,2019.0,Mitigation,1,0,0,,air pollution;ill,communicable_disease;environmental_health
ordinance-no-019-2021-of-13-09-2021-relating-to-climate-change_7587,Gabon,2021.0,Adaptation;Mitigation,1,1,0,,emergency;flu;ill;mental,communicable_disease;general_health;mental_health
climate-change-response-act_b998,Taiwan,2015.0,Adaptation;Mitigation,1,1,0,,CKD;flu;health;ill;mental,communicable_disease;general_health;mental_health;non_communicable_disease
environmental-protection-and-management-act-10-2019_3e88,Antigua and Barbuda,2019.0,Adaptation;Mitigation,1,0,0,,ill,communicable_disease
unofficial-translation-of-environmental-code-982c,Kazakhstan,2021.0,,1,1,0,,AIDS;accident;air pollution;alcohol;anger;arsenic;cancer;death;depression;disease;diseases;distress;emergency;flood;flu;health;healthcare;hospital;human life;ill;infection;medical;mental;pathogen;poisoning;stress;virus;well-being;wellbeing,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;mortality_morbidity;non_communicable_disease;pathogens_microbiology;substance_use
kvbg-2022-amendment-6797,Germany,2020.0,Mitigation,1,0,0,,TB;ill,communicable_disease
law-on-the-reduction-and-termination-of-coal-fired-power-generation-and-the-amendment-of-further-laws-kohleausstiegsgesetz_1133,Germany,2020.0,Mitigation,1,0,0,,HIV,communicable_disease
act-on-the-use-of-the-danish-subsoil-8044,Denmark,2019.0,Mitigation,1,0,0,,ill;virus,communicable_disease;pathogens_microbiology
planning-act-2008-1e9d,United Kingdom,2008.0,,1,0,0,,HIV;ill,communicable_disease
national-policy-statement-for-greenhouse-gases-from-industrial-process-heat-a049,New Zealand,2004.0,Adaptation,1,1,0,,ill;mental;wellbeing,communicable_disease;general_health;mental_health
national-environmental-standards-for-greenhouse-gases-from-industrial-process-heat-9d4e,New Zealand,2004.0,Adaptation,1,0,0,,ill;mental,communicable_disease;mental_health
resource-managment-amendment-act-2020-49a6,New Zealand,2004.0,Adaptation,1,1,0,,COVID;COVID-19;distress;emergency;flu;ill;mental;nutrition;stress,communicable_disease;general_health;mental_health;nutrition
ministry-of-transport-clean-cars-information-page-efa7,New Zealand,2022.0,Mitigation,1,1,0,,HIV;anger;health;ill;mental,communicable_disease;general_health;mental_health
land-transport-clean-vehicle-standard-regulations-2022-2526,New Zealand,2022.0,Mitigation,1,0,0,,ill,communicable_disease
land-transport-clean-vehicle-discount-scheme-charges-regulations-2022-c473,New Zealand,2022.0,Mitigation,1,0,0,,ill,communicable_disease
land-transport-clean-vehicles-amendment-act-no-2-2022-8349,New Zealand,2022.0,Mitigation,1,0,0,,ill,communicable_disease
land-transport-clean-vehicles-amendment-act-2022-52c7,New Zealand,2022.0,Mitigation,1,1,0,,anger;ill,communicable_disease;mental_health
law-122022-on-the-state-budget-e03b,Portugal,2022.0,Mitigation,1,1,0,,AIDS;COVID;COVID-19;Ebola;GP;HIV;accident;disease;diseases;doctor;emergency;flu;health;health care;health service;healthcare;hospital;ill;illness;illnesses;infection;medical;mental;mental health;nutrition;pandemic,communicable_disease;general_health;injury_trauma;mental_health;nutrition
buildings-energy-act-geg-2020-version-f573,Germany,2020.0,Mitigation,1,0,0,,HIV;TB;anger;flu;health;ill;mental,communicable_disease;general_health;mental_health
finance-act-2020-4542,Ireland,2020.0,Mitigation,1,1,0,,AIDS;COVID;COVID-19;TB;emergency;health;health care;health service;hospital;ill;medical;pandemic;respiratory,communicable_disease;general_health;non_communicable_disease
decree-law-172022-on-energy-support-1832,Italy,2022.0,Mitigation,1,0,0,,COVID;COVID-19;HIV;SARS;emergency;flu;health;healthcare;ill;influenza;mental;nutrition,communicable_disease;general_health;mental_health;nutrition
law-no-91-39-on-the-control-and-prevention-of-disasters-and-the-organisation-of-disaster-relief-2828,Tunisia,1991.0,Disaster Risk Management,1,0,0,,ill,communicable_disease
law-no-13755-of-december-19-2018-1fc5,Brazil,2018.0,Mitigation,1,0,0,,ill,communicable_disease
agriculture-act-2020-b924,United Kingdom,2020.0,Adaptation;Mitigation,1,1,0,,AIDS;anger;death;disease;health;ill;mental;nutrition,communicable_disease;general_health;mental_health;mortality_morbidity;nutrition
pension-schemes-act-2021-c049,United Kingdom,2021.0,Adaptation;Mitigation,1,1,0,,TB;ill;mental,communicable_disease;mental_health
ecosocial-tax-reform-act-2022-part-i-86ab,Austria,2021.0,Mitigation,1,0,0,,GP;TB;flu;health;ill;mental,communicable_disease;general_health;mental_health
legislation-project-81c8,Greece,2020.0,Mitigation,1,0,0,,COVID;COVID-19,communicable_disease
law-no-1568-of-27122019-95df,Denmark,2009.0,Mitigation,1,0,0,,bacteria;health;ill,communicable_disease;general_health;pathogens_microbiology
act-amending-the-sustainable-biofuel-act-and-on-the-reduction-of-greenhouse-gases-from-transport-83b7,Denmark,2009.0,Mitigation,1,0,0,,ill,communicable_disease
executive-order-of-the-sustainable-biofuel-act-and-on-the-reduction-of-greenhouse-gases-from-transport-c650,Denmark,2009.0,Mitigation,1,0,0,,ill,communicable_disease
climate-act-6c0a,Netherlands,2019.0,Mitigation,1,0,0,,TB;flu;ill;mental,communicable_disease;mental_health
climate-act-c28a,Denmark,2020.0,Adaptation;Mitigation,1,0,0,,flu;health;ill,communicable_disease;general_health
act-no-7-of-25-march-1994-aafe,Norway,1994.0,Adaptation;Disaster Risk Management,1,0,0,,,
pollution-control-act-9c30,Norway,2012.0,Mitigation,1,0,0,,accident;anger;emergency;health;human life;ill;mental;nutrition;well-being,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity;nutrition
disaster-countermeasures-basic-act-405c,Japan,1961.0,Adaptation;Disaster Risk Management,1,1,0,,anger;emergency;epidemic;flood;health;ill;stress,communicable_disease;environmental_health;general_health;mental_health
disaster-relief-act-law-no-108-f897,Japan,1947.0,Adaptation;Disaster Risk Management,1,1,0,,death;emergency;health;hospital;ill;illness;injury;medical,communicable_disease;general_health;injury_trauma;mortality_morbidity
amendment-to-biofuels-act-2006-59ad,Philippines,2006.0,Mitigation,1,0,0,,ill,communicable_disease
crown-minerals-decommissioning-and-other-matters-amendment-act-2021-fca6,New Zealand,2019.0,Mitigation,1,1,0,,health;ill;mental,communicable_disease;general_health;mental_health
environmental-law-decree-no-233-of-el-salvador-80f3,El Salvador,1998.0,Adaptation;Mitigation,1,0,0,,flu;health;ill;mental,communicable_disease;general_health;mental_health
subsidy-control-act-2022-fa52,United Kingdom,2022.0,Disaster Risk Management;Mitigation,1,1,0,,emergency;flu;health;ill;mental;stress,communicable_disease;general_health;mental_health
law-342022-operation-thermostat-4e48,Italy,2022.0,Mitigation,1,0,0,,emergency;flu;health;ill;mental,communicable_disease;general_health;mental_health
on-the-approval-of-the-windbreak-inventory-plan-4c42,Georgia,2021.0,Adaptation;Mitigation,1,0,0,,TB;ill;mental,communicable_disease;mental_health
law-542015-on-the-exploration-and-use-of-geological-resources-b9f2,Portugal,2015.0,Mitigation,1,1,0,,epidemic;flu;health;ill;mental;wellbeing,communicable_disease;general_health;mental_health
finance-act-2020-a616,United Kingdom,2020.0,Mitigation,1,1,0,,alcohol;coronavirus;death;deaths;disease;emergency;health;healthcare;hospital;ill;medical;mental;virus;well-being,communicable_disease;general_health;mental_health;mortality_morbidity;pathogens_microbiology;substance_use
final-rule-phasedown-of-hydrofluorocarbons-establishing-the-allowance-allocation-and-trading-program-under-the-aim-act-18ee,United States,2020.0,Disaster Risk Management;Mitigation,1,1,1,,AIDS;COPD;COVID;CVD;GP;NCD;air pollution;anger;asthma;cancer;chronic obstructive pulmonary disease;death;deaths;disease;diseases;drought;emergency;flood;flu;health;health care;health emergency;hospital;ill;illness;illnesses;injuries;injury;medical;mental;mental health;mortality;pandemic;pulmonary disease;respiratory;stress;substance use;waterborne disease;waterborne diseases;well-being,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;mortality_morbidity;non_communicable_disease;substance_use
infrastructure-act-2015-chapter-7-1e25,United Kingdom,2015.0,Mitigation,1,1,0,,CHD;TB;anger;emergency;flu;health;ill;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;non_communicable_disease
law-no-2209-of-29122020-38ef,Denmark,2009.0,Mitigation,1,1,0,,ill,communicable_disease
executive-order-of-the-sustainable-biofuel-act-and-on-the-reduction-of-greenhouse-gases-biofuel-act-1c1a,Denmark,2009.0,Mitigation,1,0,0,,bacteria;health;ill,communicable_disease;general_health;pathogens_microbiology
climate-act-2021-update-2d7a,Denmark,2020.0,Adaptation;Mitigation,1,0,0,,flu;health;ill,communicable_disease;general_health
law-on-the-mobility-budget-0805,Belgium,2019.0,Mitigation,1,1,0,,AIDS;CHD;CKD;GP;HIV;NCD;TB;alcohol;anger;death;doctor;emergency;fever;flood;flu;gestation;grief;health;healthcare;hospital;ill;medical;mental;nutrition;psychiatric;psychological;well-being,communicable_disease;environmental_health;general_health;maternal_child_health;mental_health;mortality_morbidity;non_communicable_disease;nutrition;substance_use
philippine-green-jobs-act-no-107712016-e89c,Philippines,2015.0,Mitigation,1,1,0,,health;ill;mental;well-being,communicable_disease;general_health;mental_health
law-no-2017-1839-on-the-end-of-exploration-and-exploitation-of-hydrocarbons-and-diverse-dispositions-related-to-energy-and-the-environment-e69e,France,2017.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
law-no-31-of-2009-on-meteorology-climatology-and-geophysics-bc14,Indonesia,2009.0,Adaptation,1,1,0,,air pollution;anger;flu;ill;mental;well-being,communicable_disease;environmental_health;general_health;mental_health
law-no-99-09-of-july-28-1999-relating-to-energy-control-cffb,Algeria,1999.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
the-climate-change-agreements-administration-and-eligible-facilities-amendment-regulations-2020-3769,United Kingdom,2001.0,Mitigation,1,0,0,,ill,communicable_disease
the-federal-sustainable-development-plan-fdd6,Belgium,1997.0,Mitigation,1,1,0,,AIDS;GP;SARS;TB;accident;alcohol;alcoholism;anger;anxiety;cancer;cardiovascular disease;cholera;death;deaths;depression;diabetes;disease;diseases;doctor;drought;epidemic;epidemics;flood;flu;health;health care;healthcare;hospital;ill;illness;illnesses;malaria;malnutrition;maternal health;measles;medical;mental;mental health;mortality;non-communicable disease;non-communicable diseases;nutrition;obesity;onchocerciasis;pandemic;pandemics;polio;psychological;psychosocial;sleeping sickness;trauma;tuberculosis;undernourished;well-being,communicable_disease;environmental_health;general_health;injury_trauma;maternal_child_health;mental_health;mortality_morbidity;non_communicable_disease;nutrition;substance_use;vector_borne_zoonotic
decree-issuing-the-electricity-industry-law-the-geothermal-energy-law-and-amending-the-law-on-national-waters-b3d8,Mexico,2014.0,Mitigation,1,0,0,,accident;emergency;flu;ill;mental,communicable_disease;general_health;injury_trauma;mental_health
decree-issuing-the-electricity-industry-law-the-geothermal-energy-law-and-amending-the-law-on-national-waters-bf2d,Mexico,2014.0,Mitigation,1,0,0,,accident;flu;ill,communicable_disease;injury_trauma
law-no-632013-determining-the-mission-organization-and-functioning-of-rwanda-environment-management-authority-f49e,Rwanda,2013.0,Adaptation,1,1,0,,ill;mental,communicable_disease;mental_health
law-of-december-15-2017-on-the-budget-for-state-revenue-and-expenditure-for-the-2018-financial-year-899e,Luxembourg,2017.0,Mitigation,1,1,0,,AIDS;CHD;GP;HIV;TB;accident;alcohol;anger;cancer;cerebrovascular disease;disease;diseases;distress;doctor;emergency;epidemic;epidemics;flood;flu;health;health care;health service;healthcare;hospital;ill;illness;illnesses;medical;mental;mental health;mental health service;mental illness;psychiatric;psychiatric hospital;psychosocial;stress;trauma;traumatic;virus,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;non_communicable_disease;pathogens_microbiology;substance_use
law-of-august-27-2012-1f8c,Luxembourg,2012.0,Mitigation,1,1,0,,accident;anger;emergency;flu;health;ill;mental,communicable_disease;general_health;injury_trauma;mental_health
law-of-june-19-2015-modifying-law-of-august-1-2007-relating-to-the-organization-of-the-natural-gas-market-c46e,Luxembourg,2015.0,Mitigation,1,0,0,,ill,communicable_disease
law-of-march-29-2016-modifying-the-law-of-september-13-2012-creating-a-climate-pact-with-the-municipalities-3222,Luxembourg,2012.0,Mitigation,1,0,0,,emergency;ill,communicable_disease;general_health
law-of-december-23-2016-relating-to-an-aid-for-climate-loans-1a20,Luxembourg,2016.0,Mitigation,1,1,0,,death;flu;health;ill,communicable_disease;general_health;mortality_morbidity
easter-package-of-renewable-energy-legislation-0bcf,Germany,2000.0,Mitigation,1,0,0,,flu;ill;mental,communicable_disease;mental_health
energy-act-2013-375a,United Kingdom,2013.0,Mitigation,1,1,1,,GP;accident;anger;death;deaths;disease;emergency;flu;health;health service;ill;injury;mental,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity
climate-change-act-2008-4baa,United Kingdom,2008.0,Adaptation;Mitigation,1,1,0,,flu;health;ill;mental,communicable_disease;general_health;mental_health
the-feed-in-tariffs-amendment-coronavirus-order-2020-56e4,United Kingdom,2010.0,Mitigation,1,0,0,,coronavirus;virus,communicable_disease;pathogens_microbiology
act-on-the-promotion-of-the-development-use-and-diffusion-of-new-and-renewable-energy-9dd5,South Korea,2004.0,Mitigation,1,1,0,,ill;mental,communicable_disease;mental_health
law-no-220-of-october-27-2008-republished-for-establishing-the-system-of-promoting-energy-from-renewable-energy-sources-2b0b,Romania,2008.0,Mitigation,1,0,0,,ill,communicable_disease
climate-change-response-zero-carbon-amendment-act-2019-8968,New Zealand,2002.0,Adaptation;Mitigation,1,1,0,,emergency;health;ill;mental,communicable_disease;general_health;mental_health
planning-act-3702,Denmark,2009.0,Adaptation;Mitigation,1,1,0,,TB;air pollution;anger;death;flood;flu;health;hospital;ill;mental,communicable_disease;environmental_health;general_health;mental_health;mortality_morbidity
carbon-dioxide-tax-on-certain-energy-products-act-3212011-49fb,Denmark,2011.0,Mitigation,1,0,0,,alcohol;ill,communicable_disease;substance_use
law-relating-to-the-coordination-of-the-federal-sustainable-development-policy-f2e6,Belgium,1997.0,Mitigation,1,1,0,,CKD;GP;HIV;TB;anger;disease;diseases;doctor;emergency;epidemic;fever;flu;health;health care;healthcare;hospital;ill;insomnia;medical;mental;plague;psychiatric;psychiatric hospital;stress,communicable_disease;general_health;mental_health;non_communicable_disease;vector_borne_zoonotic
law-modifying-the-law-of-april-29-1999-relating-to-the-organization-of-the-electricity-market-in-order-to-introduce-a-competition-procedure-for-the-construction-and-operation-of-production-facilities-in-marine-spaces-under-the-jurisdiction-of-belgium-and-ratifying-the-royal-decree-of-february-11-2019-modifying-the-royal-decree-of-july-16-2002-relating-to-the-establishment-of-mechanisms-aimed-at-promoting-electricity-produced-from-renewable-energy-sources-e67e,Belgium,1999.0,Mitigation,1,1,0,,AIDS;COVID;COVID-19;GP;TB;anger;coronavirus;ill;mental;pandemic;stress;virus,communicable_disease;general_health;mental_health;pathogens_microbiology
federal-law-consolidated-entire-legal-regulation-for-the-climate-protection-law-1e8a,Austria,2011.0,Mitigation,1,0,0,,GP;flu;health;ill;mental,communicable_disease;general_health;mental_health
disaster-countermeasures-basic-act_c516,Japan,1961.0,Adaptation;Disaster Risk Management,1,1,0,,anger;emergency;epidemic;flood;health;ill;stress,communicable_disease;environmental_health;general_health;mental_health
clean-fuel-regulations-e03c,Canada,2022.0,Mitigation,1,1,0,,GP;anger;disease;emergency;flu;ill;mental,communicable_disease;general_health;mental_health
2020-amendment-to-offshore-wind-energy-act-windseeg-2017_de23,Germany,2017.0,Mitigation,1,0,0,,HIV;flu;health;ill;mental,communicable_disease;general_health;mental_health
act-no-175-2007-compilation-no-23-includes-amendments-up-to-act-no-14-2023-7f32,Australia,2017.0,Mitigation,1,1,0,,flu;health;ill;mental,communicable_disease;general_health;mental_health
offshore-wind-energy-act-windseeg-consolidated-2023-version-9742,Germany,2017.0,Mitigation,1,0,0,,HIV;flu;health;ill;mental,communicable_disease;general_health;mental_health
amendment-of-march-2023-0ec3,Germany,2005.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
amendment-of-march-2023-2d8e,Germany,1990.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
environmental-impact-assessment-act-consolidated-version-e7e2,Germany,1990.0,Mitigation,1,0,0,,accident;emergency;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
nature-conservation-and-landscape-management-act-consolidated-version-a138,Germany,2009.0,Mitigation,1,0,0,,AIDS;accident;anger;flood;flu;health;ill;injury;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
amendment-of-march-2023-d47c,Germany,2022.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
wind-energy-requirements-act-consolidated-version-7d04,Germany,2022.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
raumordnungsnovelle-7b37,Germany,2008.0,Mitigation;Adaptation,1,0,0,,ill;mental,communicable_disease;mental_health
spatial-planning-act-consolidated-version-9fb3,Germany,2008.0,Mitigation;Adaptation,1,0,0,,accident;flood;flu;health;ill;mental,communicable_disease;environmental_health;general_health;injury_trauma;mental_health
law-on-environmental-protection-no-72-2020-qh14_ec38,Vietnam,2014.0,Mitigation,1,1,1,,GP;HIV;accident;air pollution;anger;disease;diseases;doctor;emergency;epidemic;epidemics;flu;health;hospital;ill;infection;loss of life;loss of lives;medical;mental;pathogen;pathogens;toxins;virus,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;mortality_morbidity;pathogens_microbiology
law-for-the-expansion-of-renewable-energies-renewable-energy-sources-act-eeg-2021_bbdd,Germany,2000.0,Mitigation,1,0,0,,HIV;TB;anger;flu;health;ill;mental,communicable_disease;general_health;mental_health
disaster-management-act-no-132010-4372,Zambia,2010.0,Disaster Risk Management,1,1,0,,anger;death;deaths;emergency;health;health care;ill;injuries;injury;mental;nutrition,communicable_disease;general_health;injury_trauma;mental_health;mortality_morbidity;nutrition
law-of-september-13-2012-bearing-1-creation-of-a-climate-pact-with-municipalities-2-modification-of-the-modified-law-of-may-31-1999-relating-to-an-environmental-protection-fund-57b7,Luxembourg,2012.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
offshore-wind-energy-act-windseeg-2017_a85f,Germany,2017.0,Mitigation,1,0,0,,,
law-no-04-20-relative-to-the-prevention-of-major-risks-and-the-management-of-catastrophes-in-the-framework-of-sustainable-development_37df,Algeria,2004.0,Adaptation;Disaster Risk Management,1,1,0,,accident;anger;disease;diseases;emergency;epidemic;epidemics;flood;health;ill;infection;mental;zoonoses,communicable_disease;environmental_health;general_health;injury_trauma;mental_health;vector_borne_zoonotic
renewable-energy-development-act_2721,Taiwan,2009.0,Mitigation,1,1,0,,bacteria;ill;mental,communicable_disease;mental_health;pathogens_microbiology
act-2005-1248-on-the-obligation-to-provide-renewable-fuels_f603,Sweden,2005.0,Mitigation,1,0,0,,,
act-2010-598-on-sustainability-criteria-for-biofuels-and-bioliquids_302d,Sweden,2010.0,Mitigation,1,0,0,,anger;ill;mental,communicable_disease;mental_health
energy-audits-act_d8ab,Sweden,2014.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
act-2017-1201-on-the-reduction-of-greenhouse-gas-emissions-by-mixing-of-biofuels-in-petrol-and-diesel-fuels_6eab,Sweden,2017.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
environmental-protection-act_5fa0,Bulgaria,2002.0,Adaptation;Mitigation,1,1,1,,HIV;accident;air pollution;alcohol;anger;arsenic;death;emergency;flood;flu;health;high temperature;hospital;human life;ill;medical;mental,communicable_disease;environmental_health;food_waterborne;general_health;injury_trauma;mental_health;mortality_morbidity;substance_use
ordinance-no-019-2021-of-13-09-2021-relating-to-climate-change_6538,Gabon,2021.0,Adaptation;Mitigation,1,1,0,,accident;emergency;flu;ill;mental,communicable_disease;general_health;injury_trauma;mental_health
energy-declaration-of-buildings-act-2006-985_4c64,Sweden,2006.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
ecodesign-act-2008-112_b375,Sweden,2008.0,Mitigation,1,0,0,,ill;mental,communicable_disease;mental_health
